Date,.SPX,SMA_200,bear_market,year_month,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ
2016-06-30,2098.86,2022.6128999999992,False,2016-06,71.38,74.38988458,76.6146445,43.825472664,80.93,94.0,120.36,165.55,30.24,88.01196564,27.476058197,84.51,31.19,63.92,81.08,38.615,79.34,83.73,34.6,31.43764826,14.99,145.4,165.3400746,105.47,43.27,39.31,39.83,75.81,228.09,33.37728429,20.103343385,,32.2087137,44.055,47.6,,47.630553969,180.39,53.58,103.52,131.38,31.384421003,83.99,99.05,119.04,130.71,94.03,127.69,18.0734237,143.816413249
2016-07-29,2173.6,2041.3584499999988,False,2016-07,74.66,74.2011534,77.6092743,44.490935373,83.13,94.74,123.98,169.7,35.39,84.71187878,30.198744515,82.58,29.92,63.94,85.28,40.86,76.06,84.93,38.49,33.31847366,13.84,161.66,171.58944,107.83,46.34,44.75,41.21,82.76,233.88,34.96983861,23.22001161,,35.71361895,46.445,49.19,,49.025856482,185.65,52.44,112.3,147.3,35.680341364,81.23,105.0,116.22,125.26,102.28,138.24,19.37543021,153.139204174
2016-08-31,2170.95,2054.3788,False,2016-08,75.95,76.59505942,77.1401093,44.966265879,79.39,73.41,113.87,159.0,42.33,91.91031386,29.395782787,73.99,32.38,61.94,83.05,38.72,78.45,80.54,38.42,34.22405626,12.11,168.54,172.7691174,108.31,46.34,42.02,38.41,81.95,227.1,32.9886252,23.710011855,,35.80465545,48.24,49.41,,50.46344089,175.01,49.42,110.09,149.57,36.206742873,81.74,107.14,118.71,126.93,100.87,134.12,18.66342665,148.44117692
2016-09-30,2168.27,2063.7642499999993,False,2016-09,76.76,74.91634524,72.6924251,40.250987258,81.14,69.99,113.73,153.93,40.94,93.155083465,29.478847794,74.84,34.53,61.17,81.28,37.39,80.55,77.49,38.83,35.15750294,11.21,165.59,175.2259662,107.74,46.72,42.29,37.53,88.77,222.7,32.10703263,22.870011435,,34.54835175,49.395,50.87,,48.476191856,177.84,49.18,108.77,151.85,35.565380115,79.33,107.93,114.55,125.65,94.52,128.68,18.67409337,139.667862866
2016-10-31,2126.15,2078.8433499999983,False,2016-10,72.52,70.30733116,70.4967329,39.6330576,81.61,69.09,113.2,145.23,37.12,88.089160654,27.623729319,74.04,35.79,62.12,81.55,36.875,81.15,72.07,36.01,38.5917508,10.63,150.76,163.7021754,104.52,49.73,39.24,33.73,83.46,214.09,30.05946279,24.89334578,,31.18000125,45.17,48.23,,47.778540599,171.18,49.95,107.81,169.24,33.22985158,83.41,107.68,108.18,127.0,92.58,122.01,17.62942148,135.418575058
2016-11-30,2198.81,2107.9767499999966,False,2016-11,68.55,76.22753028,67.55976,40.441119461,95.37,77.32,125.65,140.42,33.65,104.068528607,28.454379382,72.47,35.34,58.8,83.08,39.17,83.08,66.84,38.28,44.81240666,11.34,165.77,164.862354,112.28,54.21,38.07,33.0,95.56,215.92,30.46708086,29.10001455,,29.53,48.63,50.35,,53.00035455,164.49,49.12,109.59,168.04,37.604429638,85.39,124.87,113.35,128.0,100.61,129.4,18.3000915,137.469955379
2016-12-30,2238.83,2136.333949999997,False,2016-12,69.41,75.2441415,69.1643043,40.811877255,97.07,74.07,125.15,142.11,37.68,97.516601771,27.771400442,72.36,34.95,60.77,81.17,37.565,86.41,68.95,40.12,45.25823194,12.26,146.92,161.401317,116.7,57.51,38.41,32.48,92.74,232.5,30.78938352,28.596680965,,29.72,47.35,51.96,,57.503376297,177.15,52.46,111.13,159.24,39.011775438,77.79,123.0,122.42,132.12,104.34,134.08,18.56075947,146.627903243
2017-01-31,2278.87,2158.199199999998,False,2017-01,77.28,70.10866676,68.2259743,42.447014196,99.08,73.82,128.33,140.43,41.6,101.482495629,28.91585164,73.44,35.73,61.89,82.64,37.46,81.62,69.73,40.53,43.94165416,16.54,187.25,172.8471126,122.08,62.27,41.77,35.8,95.66,224.3,30.07842177,29.42668138,,30.32,48.75,53.83,,57.58,173.31,52.65,110.82,174.54,41.093624487,82.51,122.87,117.78,131.49,105.56,137.58,17.48475409,150.144555222
2017-02-28,2363.64,2182.1822499999976,False,2017-02,79.69,72.47277312,69.5021031,46.382750787,98.17,73.02,120.61,140.73,43.56,97.323614236,31.121689029,78.0,36.85,66.75,82.92,39.225,78.19,70.35,40.58,41.99116856,16.56,195.23,178.462767,118.62,62.53,45.08,36.35,96.66,234.7,32.34401988,30.58668196,,32.79,50.36,56.95,,57.2,183.78,54.69,119.31,189.81,40.788368028,96.87,131.41,122.24,138.17,114.71,144.91,18.11409057,162.260520246
2017-03-31,2362.72,2214.9515999999976,False,2017-03,80.68,71.78738094,68.1321413,48.664337216,91.74,69.73,120.48,133.5,43.09,100.078511307,31.361654603,77.77,37.9,66.36,81.14,39.54,79.22,66.39,42.55,41.67073164,18.7,187.49,178.8429936,120.05,64.59,44.41,35.67,92.76,231.53,32.42933529,28.523347595,,31.28,51.16,56.54,,58.46,183.6,54.59,110.52,184.3,41.026468066,99.82,126.46,120.54,136.25,119.33,146.83,17.98942328,153.569627723
2017-04-28,2384.2,2240.463199999998,False,2017-04,81.76,71.60858298,66.62143,48.008381118,89.66,72.71,120.88,130.89,43.41,96.339377804,31.260130707,79.76,38.92,67.05,82.81,39.32,79.56,63.18,45.15,41.35726074,16.9,192.52,182.2845318,113.13,67.27,43.64,34.76,102.26,244.47,32.15443008,29.50668142,,31.35,53.88,55.81,,58.97,189.84,54.69,112.51,181.39,40.739526995,99.11,134.83,121.66,137.25,119.62,156.1,16.54341605,162.571890473
2017-05-31,2411.8,2265.131149999998,False,2017-05,91.61,69.61200576,67.184428,48.778416538,85.38,73.39,124.65,122.74,41.97,89.507619041,30.420251198,78.18,41.14,68.38,80.89,37.605,76.11,60.86,43.31,38.4176003,16.06,190.58,184.4878962,115.91,67.42,45.66,34.92,105.43,256.92,30.95053485,29.77334822,,31.34,54.87,56.73,,66.47,191.24,56.75,116.68,211.72,38.437893295,105.26,131.51,124.85,143.19,119.13,153.51,16.13874736,171.915065953
2017-06-30,2423.41,2293.9706999999985,False,2017-06,90.32,71.9661789,65.1764018,50.689245173,91.38,72.09,126.68,126.39,51.31,85.696115212,30.918641236,77.95,42.42,66.37,84.37,36.085,82.69,62.64,45.38,37.97177502,17.22,201.1,190.2205434,113.17,60.62,48.61,34.36,107.46,257.27,31.84160691,31.74668254,,31.96,56.33,57.25,,61.85,192.17,54.67,120.47,211.53,40.318273082,111.51,127.65,126.53,145.38,117.57,153.4,14.58273958,152.382511212
2017-07-31,2470.3,2323.9179999999988,False,2017-07,94.37,75.65140352,63.80644,49.852663482,90.71,75.16,123.12,132.63,50.31,92.518224598,30.475627869,81.1,42.98,67.69,87.26,35.155,83.75,66.22,44.21,36.89,24.62,202.89,196.352916,118.79,61.66,49.18,36.43,113.95,261.7,31.43398884,31.970015985,,31.65,53.55,58.79,,62.53,192.35,56.1,121.25,186.5,41.789609213,105.88,136.34,128.09,146.46,108.12,149.6,13.6200681,151.029524493
2017-08-31,2471.65,2360.9240999999993,False,2017-08,95.49,76.32686248,61.4230818,49.206213993,98.89,72.56,121.26,126.93,58.06,87.606691815,30.097220618,80.9,44.82,70.38,81.05,36.15,83.81,64.32,38.6,33.9,24.91,192.95,194.4420336,112.79,64.71,50.94,39.42,117.49,265.97,32.15443008,33.30001665,,29.81,55.69,57.9,,64.33,187.73,59.99,121.31,182.26,40.495321828,98.25,150.06,121.18,141.42,99.69,149.87,13.07539871,149.343055132
2017-09-29,2519.36,2389.075949999998,False,2017-09,95.03,76.05866554,58.5236421,50.194901446,111.08,81.05,119.6,124.21,55.08,94.525294969,31.407801829,80.91,43.51,68.09,83.19,36.865,91.61,62.04,36.69,36.62,25.59,184.51,191.039493,116.02,61.66,53.36,38.9,124.71,254.03,33.8417793,36.703351685,,27.83,59.43,61.55,,69.45,178.42,57.84,118.97,198.55,44.164504463,97.67,159.18,122.52,142.55,108.17,163.56,14.35807179,156.536752123
2017-10-31,2575.26,2421.3249499999974,False,2017-10,103.95,69.70140474,58.6737749,52.923298551,106.39,80.84,121.75,120.52,58.81,103.402721609,33.142937516,87.76,46.7,57.77,85.05,34.9,91.08,61.55,37.85,31.43,25.0,174.0,203.4407298,125.82,59.77,54.23,40.0,135.8,262.43,33.23509194,40.376686855,,25.84,59.2,63.33,,72.28,181.33,61.99,123.96,183.0,43.792091583,92.59,169.96,132.45,150.82,120.78,165.78,14.06340365,153.478239892
2017-11-30,2647.58,2452.759299999998,False,2017-11,100.56,74.73,62.0799128,60.71748866,111.14,88.08,125.65,132.21,71.73,105.477337618,32.653776923,91.56,48.65,54.24,96.42,37.775,97.56,67.81,41.72,29.73,27.65,195.27,222.4910574,125.79,61.07,56.37,40.87,141.15,246.99,34.37263074,43.08002154,,26.44,63.42,65.83,,77.56,181.33,63.96,127.06,186.16,42.937373499,93.02,186.24,135.57,152.11,125.64,179.82,15.74741207,175.726296147
2017-12-29,2673.61,2482.1841999999974,False,2017-12,100.24,74.97,63.7876734,61.16237628,114.98,93.01,128.37,132.81,69.0,121.823381888,32.543023582,91.49,50.28,44.83,96.0,38.23,101.15,69.18,42.75,31.64,28.48,201.75,208.6956564,135.34,63.51,57.07,37.73,157.58,241.37,34.33471278,43.850021925,,26.08,61.28,63.28,,79.86,178.41,58.99,130.59,188.96,44.131728472,90.89,181.15,135.64,146.13,129.65,189.53,16.03608018,177.336540904
2018-01-31,2823.81,2527.8885499999974,False,2018-01,111.78,76.9,63.9096563,60.60143102,120.83,103.12,135.4,120.8,76.53,121.09967863,34.647337075,83.17,55.23,42.43,100.05,40.16,102.4,62.91,42.7,32.15,26.01,196.21,236.8519236,135.95,65.1,62.16,35.03,162.78,232.98,35.11203096,48.816691075,,24.08,66.78,68.32,,85.65,170.4,56.63,129.7,216.85,46.292370214,94.57,190.92,149.92,156.15,135.24,200.9,17.64608823,185.673606952
2018-02-28,2713.83,2558.6493999999966,False,2018-02,113.39,74.59,62.117446,54.72117726,118.57,94.59,117.73,113.94,75.09,120.269832226,32.330746343,79.36,59.81,41.09,102.19,41.34,90.37,58.11,38.83,26.4,25.86,202.4,216.4561788,131.05,60.61,60.33,31.46,154.63,223.83,34.42002819,46.30668982,,21.64,64.19,69.11,,80.79,156.02,54.3,121.31,222.41,44.448374244,95.57,185.95,139.0,141.92,138.03,182.27,16.27941473,181.890960985
2018-03-29,2640.87,2589.126149999997,False,2018-03,111.52,74.26,61.0008333,57.00364418,117.15,93.55,114.17,116.11,86.68,122.083915062,32.303058008,82.13,61.42,43.93,104.0,40.78,95.92,58.98,37.36,27.77,30.53,217.44,211.269498,121.78,61.04,59.92,32.86,147.38,240.68,33.64271001,48.990024495,,23.23,63.59,68.73,,78.76,164.46,56.63,124.89,233.56,41.083236817,84.3,187.17,138.86,136.77,146.22,178.24,16.49208246,179.53752634
2018-04-30,2648.05,2612.3307999999965,False,2018-04,113.05,70.34,55.267637,51.15240483,117.43,96.53,111.69,115.85,86.0,123.946244781,33.945899244,86.58,64.56,46.1,106.45,42.425,111.31,58.85,38.79,36.11,31.0,198.63,226.0593378,103.86,60.51,58.13,33.94,144.36,239.69,34.70441289,44.62002231,,23.36,61.35,69.99,,78.84,163.0,58.62,124.57,241.73,39.531051657,88.09,187.09,131.6,135.67,138.81,184.8,17.07141869,187.855536238
2018-05-31,2705.27,2637.896799999996,False,2018-05,111.16,69.37,60.4190687,50.04018578,128.1,87.48,127.74,118.89,93.79,116.525874034,34.453518727,83.14,71.59,43.33,106.24,45.16,116.49,58.08,37.89,34.59,34.23,213.65,216.0369546,107.69,55.7,61.53,33.29,151.91,239.03,34.05980757,51.98669266,,23.97,63.07,66.28,,80.71,165.54,59.19,124.92,251.48,38.636993005,86.75,201.46,128.52,130.69,142.92,186.55,17.96075647,188.88456839
2018-06-29,2718.37,2668.9816999999953,False,2018-06,111.49,66.86,65.5611171,50.7752175,121.55,98.6,129.06,126.55,85.7,126.956850337,33.650556999,85.38,70.6,42.56,107.64,47.59,112.31,62.08,39.75,33.03,30.7,197.86,233.5566264,105.74,59.75,60.99,35.01,135.67,239.07,34.39158972,49.65335816,,25.82,59.15,65.28,,79.16,171.89,60.85,126.17,282.17,38.469357008,92.31,199.06,122.34,127.02,151.5,195.1,18.23809119,199.117721459
2018-07-31,2816.29,2697.555399999995,False,2018-07,112.57,75.63,66.6495799,50.55277369,119.9,98.15,112.0,125.5,83.16,127.323526655,31.546243506,88.25,73.62,43.08,110.62,48.63,123.34,63.63,42.91,34.58,31.67,193.77,244.0957278,123.25,60.0,65.54,35.11,143.8,240.45,37.85160357,48.9333578,,25.9,59.53,71.35,,78.66,176.85,62.06,127.44,262.66,40.803843488,99.61,219.42,130.14,139.72,153.25,197.52,20.400102,208.388538905
2018-08-31,2901.52,2730.1877999999942,False,2018-08,124.58,76.67,67.3627107,49.97248549,120.75,107.73,110.8,130.61,104.27,116.834654091,32.035404099,87.53,81.46,46.18,119.09,54.985,118.51,66.03,39.76,32.97,35.39,189.82,255.3075378,126.36,66.04,66.84,36.1,138.85,246.28,39.35884248,50.8000254,,27.03,58.08,72.14,,77.62,183.29,63.23,128.35,298.56,42.480203461,99.31,237.26,131.6,135.24,164.26,200.77,22.36144514,222.128023753
2018-09-28,2913.98,2757.0054999999966,False,2018-09,127.4,76.81,65.7018666,45.15609343,118.94,109.3,111.2,126.47,105.95,130.449924733,29.783419483,87.97,83.39,46.01,120.55,56.01,112.72,64.67,40.98,33.83,37.4,178.49,254.45934,133.57,70.18,73.36,34.52,152.49,246.71,41.77611243,53.75336021,,26.32,53.37,74.44,,80.78,181.15,63.22,125.79,294.8,42.337402426,105.12,246.68,129.71,133.64,166.88,207.15,23.15478244,223.795436962
2018-10-31,2711.74,2765.385199999995,True,2018-10,114.23,78.64,61.4418484,41.56797806,110.61,111.38,101.14,124.05,88.21,108.420397536,24.578012421,88.53,73.17,46.81,119.84,54.94,102.82,63.36,38.99,26.69,36.19,209.67,224.72367,101.7,68.55,68.94,30.61,121.32,250.78,40.81868394,43.47335507,,27.55,45.53,74.01,,71.17,175.38,64.58,122.23,268.79,35.520205203,91.71,221.28,125.13,124.91,145.75,175.88,21.38344025,217.840389785
2018-11-30,2760.17,2761.879149999995,True,2018-11,111.81,81.73,59.7247045,41.32619131,106.36,110.99,105.71,132.09,83.93,106.509820933,24.374964628,95.41,65.26,26.38,123.32,48.85,93.52,63.66,44.41,22.82,38.43,217.73,246.416085,110.16,68.45,74.05,33.97,135.67,262.51,43.82368227,45.576689455,,29.26,47.38,77.07,,75.54,190.57,68.62,124.5,277.32,38.630784264,91.0,224.58,130.37,133.74,162.51,180.32,23.11878226,220.365329788
2018-12-31,2506.85,2746.0021499999943,True,2018-12,103.13,77.42,53.4941933,37.86380505,93.04,108.08,98.8,118.04,79.32,89.449722781,20.175567087,90.77,65.62,23.75,109.04,44.74,86.15,58.68,41.1,21.5,39.6,211.31,219.6734808,99.34,63.61,72.33,32.41,127.07,245.21,41.37797385,41.163353915,,27.93,42.7,73.7,,71.8,174.05,65.23,115.24,247.99,36.734572516,81.25,207.07,119.75,129.18,148.65,171.82,22.95544811,194.096425679
2019-01-31,2704.1,2741.4707499999945,True,2019-01,112.28,81.12,55.3708533,45.86211074,107.04,115.43,101.65,132.57,81.19,99.504373389,24.218064061,95.67,68.63,13.0,117.41,49.73,95.41,65.0,44.4,23.57,40.91,214.77,243.2085324,109.33,69.62,72.98,37.2,133.16,271.2,40.24043505,45.310022655,,31.54,47.86,74.71,,74.48,192.92,69.34,131.71,283.73,42.121966946,90.56,224.22,125.54,133.05,149.91,183.53,22.97744822,204.501084108
2019-02-28,2784.49,2749.261849999993,False,2019-02,130.38,86.82,52.7904458,46.40371306,107.67,118.46,111.46,133.59,93.91,99.32103523,22.972088966,101.62,74.65,17.03,126.43,51.29,96.36,65.25,47.15,26.38,41.68,243.88,242.5553226,118.05,72.21,77.62,35.42,137.34,279.84,41.09358915,50.256691795,,30.77,51.93,80.28,,83.1,194.63,71.24,135.89,250.94,43.587749678,84.9,236.04,132.91,133.9,159.54,185.14,24.79745732,208.417123132
2019-03-29,2834.4,2756.2951499999926,False,2019-03,136.52,85.9,53.8413754,47.47724623,101.29,119.3,118.4,137.85,95.09,97.97012248,24.310358512,104.26,75.19,17.8,133.0,53.21,95.17,67.49,48.4,27.72,42.48,246.08,243.4717662,117.98,69.1,79.94,35.46,135.49,289.24,40.25939403,48.130024065,,31.3,53.32,78.1,,83.11,200.73,73.55,142.56,258.1,43.806331314,85.02,237.01,137.16,140.08,164.97,191.89,25.8867961,230.712819764
2019-04-30,2945.83,2772.1581499999925,False,2019-04,146.07,96.18,56.581299,50.32065841,94.48,126.09,126.11,133.85,86.25,102.659719597,24.734912989,108.19,81.5,22.52,141.14,54.88,94.27,67.17,46.38,24.02,41.17,278.33,234.7070556,127.6,72.99,79.56,32.48,139.42,282.5,38.49620889,49.76002488,,29.78,52.57,83.62,,86.99,200.93,72.77,142.39,270.58,46.075723001,101.86,248.51,143.75,145.2,183.74,203.7,25.23812619,233.942837353
